181,26,La Hortensia,1,
182,26,La Salle,1,
183,26,La Toma,1,
184,26,Lamadrid,1,
185,26,Las Dalias,1,
186,26,Las Delicias,1,
187,26,Las Flores,1,
188,26,Las Lilas,1,
189,26,Las Magnolias,1,
190,26,Las Margaritas,1,
191,26,Las Palmas,1,
192,26,Las Palmas Anexo,1,
193,26,Las Playas,1,
194,26,Las Rosas,1,
195,26,Las Violetas,1,
196,26,Liceo General Paz,1,
197,26,Lomas De San Martin,1,
198,26,Lomas Del Suquia,1,
199,26,Los Alamos,1,
200,26,Los Angeles,1,
201,26,Los Boulevares,1,
202,26,Los Ceibos,1,
203,26,Los Eucaliptus,1,
204,26,Los Filtros,1,
205,26,Los Gigantes,1,
206,26,Los Granados,1,
207,26,Los Jacarandaes,1,
208,26,Los Josefinos,1,
209,26,Los Naranjos,1,
210,26,Los Olmos,1,
211,26,Los Olmos Sud,1,
212,26,Los Paraisos,1,
213,26,Los Pinos,1,
214,26,Los Platanos,1,
215,26,Los Principios,1,
216,26,Los Robles,1,
217,26,Los Sauces,1,
218,26,Maipu Seccion 1,1,
219,26,Maipu Seccion 2,1,
220,26,Maldonado,1,
221,26,Marcelo T De Alvear,1,
222,26,Marcos Sastre,1,
223,26,Marechal,1,
224,26,Maria Lastenia,1,
225,26,Mariano Balcarce,1,
226,26,Mariano Fragueiro,1,
227,26,Marques Anexo,1,
228,26,Marques De Sobremonte,1,
229,26,Mauller,1,
230,26,Maurizi,1,
231,26,Mercantil,1,
232,26,Militar General Deheza,1,
233,26,Mirador,1,
234,26,Miralta,1,
235,26,Mirizzi,1,
236,26,Mitre,1,
237,26,Nicolas Avellaneda,1,
238,26,Nuestro Hogar I,1,
239,26,Nueva Cordoba,1,
240,26,Nueva Cordoba Anexa,1,
241,26,Nueva Italia,1,
241,26,Obrero,1,
242,26,Observatorio,1,
243,26,Ombu,1,
244,26,Oña,1,
245,26,OSN,1,
246,26,Padre Claret,1,
247,26,Palermo Bajo,1,
248,26,Palmar,1,
249,26,Panamericano,1,
250,26,Parque Alameda,1,
251,26,Parque Atlantica,1,
252,26,Parque Capital,1,
253,26,Parque Capital Sud,1,
254,26,Parque Chacabuco,1,
255,26,Parque Corema,1,
256,26,Parque De La Vega Tres,1,
257,26,Parque Don Bosco,1,
258,26,Parque Futura,1,
259,26,Parque Jorge Newbery,1,
260,26,Parque Latino,1,
261,26,Parque Liceo Seccion 1,1,
262,26,Parque Liceo Seccion 2,1,
263,26,Parque Liceo Seccion 3,1,
264,26,Parque Los Molinos,1,
265,26,Parque Modelo,1,
266,26,Parque Montecristo,1,
267,26,Parque Republica,1,
268,26,Parque San Carlos,1,
269,26,Parque San Vicente,1,
270,26,Parque Sarmiento,1,
271,26,Parque Tablada,1,
272,26,Parque Velez Sarsfield,1,
273,26,Paso De Los Andes,1,
274,26,Patria,1,
275,26,Patricios,1,
276,26,Patricios Este,1,
277,26,Patricios Norte,1,
278,26,Patricios Oeste,1,
279,26,Poeta Lugones,1,
280,26,Policarpio Cabral,1,
281,26,Policial,1,
282,26,Portal Del Jacaranda,1,
283,26,Posta De Vargas,1,
284,26,Primera Junta,1,
285,26,Providencia,1,
286,26,Puente Blanco,1,
287,26,Quebrada De Las Rosas,1,
288,26,Quinta Santa Ana,1,
289,26,Quintas De Arguello,1,
290,26,Quintas De San Jorge,1,
291,26,Ramon J Carcano,1,
292,26,Recreo Del Norte,1,
293,26,Remedios De Escalada,1,
294,26,Renacimiento,1,
295,26,Rene Favaloro,1,
296,26,Residencial America,1,
297,26,Residencial Aragon,1,
298,26,Residencial Chateau,1,
299,26,Residencial Olivos,1,
300,26,Residencial San Carlos,1,
301,26,Residencial San Jorge,1,
302,26,Residencial San Roque,1,
303,26,Residencial Santa Ana,1,
304,26,Residencial Santa Rosa,1,
305,26,Residencial Sud,1,
306,26,Residencial Velez Sarsfield,1,
307,26,Rivadavia,1,
308,26,Rivera Indarte,1,
309,26,Rogelio Martinez,1,
310,26,Rosedal,1,
311,26,Rosedal Anexo,1,
312,26,Sachi,1,
313,26,San Antonio,1,
314,26,San Cayetano,1,
315,26,San Daniel,1,
316,26,San Felipe,1,
317,26,San Fernando,1,
318,26,San Francisco,1,
319,26,San Ignacio,1,
320,26,San Javier,1,
321,26,San Jose,1,
322,26,San Lorenzo,1,
323,26,San Lorenzo Norte,1,
324,26,San Luis De Francia,1,
325,26,San Marcelo,1,
326,26,San Martin,1,
327,26,San Martin Anexo,1,
328,26,San Martin Norte,1,
329,26,San Nicolas,1,
330,26,San Pablo,1,
331,26,San Pedro Nolasco,1,
332,26,San Rafael,1,
333,26,San Ramon,1,
334,26,San Salvador,1,
335,26,San Vicente,1,
336,26,Santa Cecilia,1,
337,26,Santa Clara De Asis,1,
338,26,Santa Isabel Seccion 1,1,
339,26,Santa Isabel Seccion 2,1,
340,26,Santa Isabel Seccion 3,1,
341,26,Santa Rita,1,
342,26,Sargento Cabral,1,
343,26,Sarmiento,1,
344,26,SEP,1,
345,26,SMATA,1,
346,26,Suarez,1,
347,26,Tablada Park,1,
348,26,Talleres Este,1,
349,26,Talleres Oeste,1,
350,26,Talleres Sud,1,
351,26,Tejas Del Sur,1,
352,26,Teniente Benjamin Matienzo,1,
353,26,Teodoro Felds,1,
354,26,Tranviarios,1,
355,26,UOCRA,1,
356,26,Urca,1,
357,26,Uritorco,1,
358,26,Urquiza,1,
359,26,Valle Del Cerro,1,
360,26,Vicor,1,
361,26,Villa 4 De Agosto,1,
362,26,Villa 9 De Julio,1,
363,26,Villa Adela,1,
364,26,Villa Alberdi,1,
365,26,Villa Alicia Risler,1,
366,26,Villa Allende Parque,1,
367,26,Villa Argentina,1,
368,26,Villa Aspacia,1,
369,26,Villa Avalos,1,
370,26,Villa Azalais,1,
371,26,Villa Azalais Oeste,1,
372,26,Villa Belgrano,1,
373,26,Villa Bustos,1,
374,26,Villa Cabrera,1,
375,26,Villa Centenario,1,
376,26,Villa Claret,1,
377,26,Villa Claudina,1,
378,26,Villa Corina,1,
379,26,Villa Cornu,1,
380,26,Villa Coronel Olmedo,1,
381,26,Villa El Libertador,1,
382,26,Villa Esquiu,1,
383,26,Villa Eucaristica,1,
384,26,Villa General Urquiza,1,
385,26,Villa Gran Parque,1,
386,26,Villa Mafekin,1,
387,26,Villa Marta,1,
388,26,Villa Martinez,1,
389,26,Villa Paez,1,
390,26,Villa Quisquizacate,1,
391,26,Villa Retiro,1,
392,26,Villa Revol,1,
393,26,Villa Revol Anexo,1,
394,26,Villa Rivadavia,1,
395,26,Villa Rivera Indarte,1,
396,26,Villa Saldan,1,
397,26,Villa San Carlos,1,
398,26,Villa San Isidro,1,
399,26,Villa Serrana,1,
400,26,Villa Siburu,1,
401,26,Villa Silvano Funes,1,
402,26,Villa Solferino,1,
403,26,Villa Union,1,
404,26,Villa Warcalde,1,
405,26,Vivero Norte,1,
406,26,Yapeyu,1,
407,26,Yofre H,1,
408,26,Yofre I,1,
409,26,Yofre Norte,1,
410,26,Yofre Sud,1,
