222,5,PARANAIBA,1
223,5,PARRAVICHINI,1
224,5,PASAJE,1
225,5,PASTORINO,1
226,5,PEDRIEL,1
227,5,PINAGASTA,1
228,5,PIZARRO,1
229,5,PJE. E Y USTARIZ,1
230,5,PJE. M Y CASTRO,1
231,5,PJE. TINTA,1
232,5,PJE. ALMAFUERTE,1
233,5,PJE. AVALOS,1
234,5,PJE. BAYO,1
235,5,PJE. J. LAGUNA,1
236,5,PJE. LAMES,1
237,5,PJE. NAZAR,1
238,5,PJE. RECARREY,1
239,5,QUESADA,1
240,5,QUEZALTENANCO,1
241,5,QUILAMBE,1
242,5,R. CASAUY,1
243,5,R. DE CARASA,1
244,5,R. DE CLAIRAC,1
245,5,R. DE PALENCIA,1
246,5,R. DE SNATA,1
247,5,R. DEL LIBANO,1
248,5,R. LISTA,1
249,5,R. ORO,1
250,5,R. TOLLO,1
251,5,R. WALSH,1
252,5,RAFAEL DE PALENCIA,1
253,5,RAMON DE CARAZA,1
254,5,RAMON LISTA,1
255,5,RANCAGUA,1
256,5,RAUCH,1
257,5,RINCON,1
258,5,RIO PASAJE,1
259,5,ROCAMORA,1
260,5,ROTTERDAM,1
261,5,RUIZ MORENO,1
262,5,S. ARIÑO,1
263,5,S. DE FIGUEROA,1
264,5,S. DOMINGO,1
265,5,S. LEANDRO,1
266,5,S. Y MOSCOSO,1
267,5,SALTO,1
268,5,SAN CELESTINO,1
269,5,SAN FERNANDO,1
270,5,SAN FRANCISCO,1
271,5,SAN LEANDRO,1
272,5,SAN RAMON,1
273,5,SANGUINETO,1
274,5,SANTA FE ,1
275,5,SARAVIA,1
276,5,SARMIENTO,1
277,5,SAVALIA,1
278,5,SAYOS,1
279,5,SETUBAL,1
280,5,SOLDADO RUIZ,1
281,5,SUCRE,1
282,5,SUIPACHA,1
283,5,T . Y LEMOS,1
284,5,T. DE ROCAMORA,1
285,5,T. DE ARCHONDO,1
286,5,T. CASTELLANOS,1
287,5,T. DAVILA,1
288,5,TADEO DÁVILA,1
289,5,TARIJA,1
290,5,TEGUCIGALPA,1
291,5,TINTA,1
292,5,TOCO TOCO,1
293,5,TOKINGA,1
294,5,TONADA,1
295,5,TULA CERVIN,1
296,5,URIEM,1
297,5,USANDIVARAS,1
298,5,V. MACKENA,1
299,5,V. Y MONTOYA,1
300,5,VERACRUZ,1
301,5,VIDELA CASTILLO,1
302,5,VILCAPUGIO,1
303,5,VILLARICA,1
304,5,VILLEGAS,1
305,5,VILLOLDO,1
306,5,WILSON,1
